,2017 NAICS Title,2017 NAICS Code,2012 NAICS Code,2007 NAICS Code,2002 NAICS Code,1997 NAICS Code
1219,Business and Secretarial Schools,611410,611410,611410,611410,611410
1220,Computer Training,611420,611420,611420,611420,611420
1221,Professional and Management Development Training,611430,611430,611430,611430,611430
1222,Cosmetology and Barber Schools,611511,611511,611511,611511,611511
1223,Flight Training,611512,611512,611512,611512,611512
1224,Apprenticeship Training,611513,611513,611513,611513,611513
1225,Other Technical and Trade Schools,611519,611519,611519,611519,611519
1226,Fine Arts Schools,611610,611610,611610,611610,611610
1227,Sports and Recreation Instruction,611620,611620,611620,611620,611620
1228,Language Schools,611630,611630,611630,611630,611630
1229,Exam Preparation and Tutoring,611691,611691,611691,611691,611691
1230,Automobile Driving Schools,611692,611692,611692,611692,611692
1231,All Other Miscellaneous Schools and Instruction,611699,611699,611699,611699,611699
1232,Educational Support Services,611710,611710,611710,611710,611710
1233,Offices of Physicians (except Mental Health Specialists),621111,621111,621111,621111,621111
1234,"Offices of Physicians, Mental Health Specialists",621112,621112,621112,621112,621112
1235,Offices of Dentists,621210,621210,621210,621210,621210
1236,Offices of Chiropractors,621310,621310,621310,621310,621310
1237,Offices of Optometrists,621320,621320,621320,621320,621320
1238,Offices of Mental Health Practitioners (except Physicians),621330,621330,621330,621330,621330
1239,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,621340,621340,621340,621340
1240,Offices of Podiatrists,621391,621391,621391,621391,621391
1241,Offices of All Other Miscellaneous Health Practitioners,621399,621399,621399,621399,621399
1242,Family Planning Centers,621410,621410,621410,621410,621410
1243,Outpatient Mental Health and Substance Abuse Centers,621420,621420,621420,621420,621420
1244,HMO Medical Centers,621491,621491,621491,621491,621491
1245,Kidney Dialysis Centers,621492,621492,621492,621492,621492
1246,Freestanding Ambulatory Surgical and Emergency Centers,621493,621493,621493,621493,621493
1247,All Other Outpatient Care Centers,621498,621498,621498,621498,621498
1248,Medical Laboratories,621511,621511,621511,621511,621511
1249,Diagnostic Imaging Centers,621512,621512,621512,621512,621512
1250,Home Health Care Services,621610,621610,621610,621610,621610
1251,Ambulance Services,621910,621910,621910,621910,621910
1252,Blood and Organ Banks,621991,621991,621991,621991,621991
1253,All Other Miscellaneous Ambulatory Health Care Services,621999,621999,621999,621999,621999
1254,General Medical and Surgical Hospitals,622110,622110,622110,622110,622110
1255,Psychiatric and Substance Abuse Hospitals,622210,622210,622210,622210,622210
1256,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310,622310,622310,622310,622310
1257,Nursing Care Facilities (Skilled Nursing Facilities),623110,623110,623110,623110,623110
1258,Residential Intellectual and Developmental Disability Facilities,623210,623210,623210,623210,623210
1259,Residential Mental Health and Substance Abuse Facilities,623220,623220,623220,623220,623220
1260,Continuing Care Retirement Communities,623311,623311,623311,623311,623311
1261,Assisted Living Facilities for the Elderly,623312,623312,623312,623312,623312
1262,Other Residential Care Facilities,623990,623990,623990,623990,623990
1263,Child and Youth Services,624110,624110,624110,624110,624110
1264,Services for the Elderly and Persons with Disabilities,624120,624120,624120,624120,624120
1265,Other Individual and Family Services,624190,624190,624190,624190,624190
1266,Community Food Services,624210,624210,624210,624210,624210
1267,Temporary Shelters,624221,624221,624221,624221,624221
1268,Other Community Housing Services,624229,624229,624229,624229,624229
1269,Emergency and Other Relief Services,624230,624230,624230,624230,624230
1270,Vocational Rehabilitation Services,624310,624310,624310,624310,624310
1271,Child Day Care Services,624410,624410,624410,624410,624410
1272,Theater Companies and Dinner Theaters,711110,711110,711110,711110,711110
1273,Dance Companies,711120,711120,711120,711120,711120
1274,Musical Groups and Artists,711130,711130,711130,711130,711130
1275,Other Performing Arts Companies,711190,711190,711190,711190,711190
1276,Sports Teams and Clubs,711211,711211,711211,711211,711211
1277,Racetracks,711212,711212,711212,711212,711212
1278,Other Spectator Sports,711219,711219,711219,711219,711219
1279,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",711310,711310,711310,711310,711310
1280,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",711320,711320,711320,711320,711320
1281,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",711410,711410,711410,711410,711410
1282,"Independent Artists, Writers, and Performers",711510,711510,711510,711510,711510
1283,Museums,712110,712110,712110,712110,712110
1284,Historical Sites,712120,712120,712120,712120,712120
1285,Zoos and Botanical Gardens,712130,712130,712130,712130,712130
1286,Nature Parks and Other Similar Institutions,712190,712190,712190,712190,712190
1287,Amusement and Theme Parks,713110,713110,713110,713110,713110
1288,Amusement Arcades,713120,713120,713120,713120,713120
1289,Casinos (except Casino Hotels),713210,713210,713210,713210,713210
1290,Other Gambling Industries,713290,713290,713290,713290,713290
1291,Golf Courses and Country Clubs,713910,713910,713910,713910,713910
1292,Skiing Facilities,713920,713920,713920,713920,713920
1293,Marinas,713930,713930,713930,713930,713930
1294,Fitness and Recreational Sports Centers,713940,713940,713940,713940,713940
1295,Bowling Centers,713950,713950,713950,713950,713950
1296,All Other Amusement and Recreation Industries,713990,713990,713990,713990,713990
1297,Hotels (except Casino Hotels) and Motels,721110,721110,721110,721110,721110
1298,Casino Hotels,721120,721120,721120,721120,721120
1299,Bed-and-Breakfast Inns,721191,721191,721191,721191,721191
1300,All Other Traveler Accommodation,721199,721199,721199,721199,721199
1301,RV (Recreational Vehicle) Parks and Campgrounds,721211,721211,721211,721211,721211
1302,Recreational and Vacation Camps (except Campgrounds),721214,721214,721214,721214,721214
1303,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",721310,721310,721310,721310,721310
1304,Food Service Contractors,722310,722310,722310,722310,722310
1305,Caterers,722320,722320,722320,722320,722320
1306,Mobile Food Services,722330,722330,722330,722330,722330
1307,Drinking Places (Alcoholic Beverages),722410,722410,722410,722410,722410
1308,Full-Service Restaurants,722511,722511,722110,722110,722110
1309,Limited-Service Restaurants,722513,722513,722211,722211,722211
1310,"Cafeterias, Grill Buffets, and Buffets",722514,722514,722212,722212,722212
1311,Snack and Nonalcoholic Beverage Bars,722515,722515,722213,722213,722213
1312,General Automotive Repair,811111,811111,811111,811111,811111
1313,Automotive Exhaust System Repair,811112,811112,811112,811112,811112
1314,Automotive Transmission Repair,811113,811113,811113,811113,811113
1315,Other Automotive Mechanical and Electrical Repair and Maintenance,811118,811118,811118,811118,811118
1316,"Automotive Body, Paint, and Interior Repair and Maintenance",811121,811121,811121,811121,811121
1317,Automotive Glass Replacement Shops,811122,811122,811122,811122,811122
1318,Automotive Oil Change and Lubrication Shops,811191,811191,811191,811191,811191
1319,Car Washes,811192,811192,811192,811192,811192
1320,All Other Automotive Repair and Maintenance,811198,811198,811198,811198,811198
1321,Consumer Electronics Repair and Maintenance,811211,811211,811211,811211,811211
1322,Computer and Office Machine Repair and Maintenance,811212,811212,811212,811212,811212
1323,Communication Equipment Repair and Maintenance,811213,811213,811213,811213,811213
1324,Other Electronic and Precision Equipment Repair and Maintenance,811219,811219,811219,811219,811219
1325,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,811310,811310,811310,811310,811310
1326,Home and Garden Equipment Repair and Maintenance,811411,811411,811411,811411,811411
1327,Appliance Repair and Maintenance,811412,811412,811412,811412,811412
1328,Reupholstery and Furniture Repair,811420,811420,811420,811420,811420
1329,Footwear and Leather Goods Repair,811430,811430,811430,811430,811430
1330,Other Personal and Household Goods Repair and Maintenance,811490,811490,811490,811490,811490
1331,Barber Shops,812111,812111,812111,812111,812111
1332,Beauty Salons,812112,812112,812112,812112,812112
1333,Nail Salons,812113,812113,812113,812113,812113
1334,Diet and Weight Reducing Centers,812191,812191,812191,812191,812191
1335,Other Personal Care Services,812199,812199,812199,812199,812199
1336,Funeral Homes and Funeral Services,812210,812210,812210,812210,812210
1337,Cemeteries and Crematories,812220,812220,812220,812220,812220
1338,Coin-Operated Laundries and Drycleaners,812310,812310,812310,812310,812310
1339,Drycleaning and Laundry Services (except Coin-Operated),812320,812320,812320,812320,812320
1340,Linen Supply,812331,812331,812331,812331,812331
1341,Industrial Launderers,812332,812332,812332,812332,812332
1342,Pet Care (except Veterinary) Services,812910,812910,812910,812910,812910
1343,Photofinishing Laboratories (except One-Hour),812921,812921,812921,812921,812921
1344,One-Hour Photofinishing,812922,812922,812922,812922,812922
1345,Parking Lots and Garages,812930,812930,812930,812930,812930
1346,All Other Personal Services,812990,812990,812990,812990,812990
1347,Religious Organizations,813110,813110,813110,813110,813110
1348,Grantmaking Foundations,813211,813211,813211,813211,813211
1349,Voluntary Health Organizations,813212,813212,813212,813212,813212
1350,Other Grantmaking and Giving Services,813219,813219,813219,813219,813219
1351,Human Rights Organizations,813311,813311,813311,813311,813311
1352,"Environment, Conservation and Wildlife Organizations",813312,813312,813312,813312,813312
1353,Other Social Advocacy Organizations,813319,813319,813319,813319,813319
1354,Civic and Social Organizations,813410,813410,813410,813410,813410
1355,Business Associations,813910,813910,813910,813910,813910
1356,Professional Organizations,813920,813920,813920,813920,813920
1357,Labor Unions and Similar Labor Organizations,813930,813930,813930,813930,813930
1358,Political Organizations,813940,813940,813940,813940,813940
1359,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",813990,813990,813990,813990,813990
1360,Private Households,814110,814110,814110,814110,814110
1361,Executive Offices,921110,921110,921110,921110,921110
1362,Legislative Bodies,921120,921120,921120,921120,921120
1363,Public Finance Activities,921130,921130,921130,921130,921130
1364,"Executive and Legislative Offices, Combined",921140,921140,921140,921140,921140
1365,American Indian and Alaska Native Tribal Governments,921150,921150,921150,921150,921150
1366,Other General Government Support,921190,921190,921190,921190,921190
1367,Courts,922110,922110,922110,922110,922110
1368,Police Protection,922120,922120,922120,922120,922120
1369,Legal Counsel and Prosecution,922130,922130,922130,922130,922130
1370,Correctional Institutions,922140,922140,922140,922140,922140
1371,Parole Offices and Probation Offices,922150,922150,922150,922150,922150
1372,Fire Protection,922160,922160,922160,922160,922160
1373,"Other Justice, Public Order, and Safety Activities",922190,922190,922190,922190,922190
1374,Administration of Education Programs,923110,923110,923110,923110,923110
1375,Administration of Public Health Programs,923120,923120,923120,923120,923120
1376,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",923130,923130,923130,923130,923130
1377,Administration of Veterans' Affairs,923140,923140,923140,923140,923140
1378,Administration of Air and Water Resource and Solid Waste Management Programs,924110,924110,924110,924110,924110
1379,Administration of Conservation Programs,924120,924120,924120,924120,924120
1380,Administration of Housing Programs,925110,925110,925110,925110,925110
1381,Administration of Urban Planning and Community and Rural Development,925120,925120,925120,925120,925120
1382,Administration of General Economic Programs,926110,926110,926110,926110,926110
1383,Regulation and Administration of Transportation Programs,926120,926120,926120,926120,926120
1384,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",926130,926130,926130,926130,926130
1385,Regulation of Agricultural Marketing and Commodities,926140,926140,926140,926140,926140
1386,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",926150,926150,926150,926150,926150
1387,Space Research and Technology,927110,927110,927110,927110,927110
1388,National Security,928110,928110,928110,928110,928110
1389,International Affairs,928120,928120,928120,928120,928120
